             1             1
             2            -1
             3            -1
             4            -1
             5             1
             6             1
             7             1
             8            -7
             9            -5
            10            -6
            11            -7
            12            -7
            13            -5
            14            -6
            15            -5
            16            -6
            17             1
            18             1
            19           -17
            20           -18
            21           -17
            22           -18
            23           -17
            24           -18
            25             1
            26           -25
            27             1
            28           -27
            29             1
            30             1
            31           -25
            32           -27
            33           -29
            34           -30
            35           -25
            36           -27
            37             1
            38             1
            39           -37
            40           -38
            41             1
            42             1
            43             1
            44             1
            45           -41
            46           -42
            47           -43
            48           -44
            49           -27
            50           -25
            51           -37
            52           -38
            53           -27
            54           -25
            55           -29
            56           -30
            57           -43
            58           -44
            59           -41
            60           -42
            61            -6
            62            -5
            63            -6
            64            -5
            65            -1
            66            -1
            67            -7
            68            -7
            69           -18
            70           -17
            71           -18
            72           -17
