0.21226E-02 0.59022E-05 0.00000E+01 450356 0 0 18975 0.89370E+07 0.00000E+01 0.21226E-02 0.00000E+01 0.00000E+01 0
1 0.0021907 6.7435e-05 1.9968 0.10977 0.0021907
2 0.0021415 3.9705e-05 1.7009 0.09056 0.0021415
3 0.0021138 2.4924e-05 1.5297 0.092115 0.0021138
4 0.002111 6.1929e-05 1.903 0.06397 0.002111
5 0.0020889 3.8629e-05 1.6965 0.15634 0.0020889
6 0.0021222 2.6824e-05 1.6399 0.097915 0.0021222
7 0.0021152 3.9073e-05 1.6946 0.12246 0.0021152
8 0.0021754 2.9969e-05 1.7873 0.24289 0.0021754
9 0.0021432 1.779e-05 1.523 0.16054 0.0021432
10 0.0020915 6.2143e-05 1.9274 0.055237 0.0020915
11 0.0020725 3.6946e-05 1.6354 0.093376 0.0020725
12 0.0021378 2.6296e-05 1.5959 0.10362 0.0021378
13 0.00207 5.5448e-05 1.7376 0.08012 0.00207
14 0.0021357 4.0478e-05 1.7387 0.14489 0.0021357
15 0.0021327 2.4882e-05 1.5136 0.076346 0.0021327
16 0.0021701 7.7089e-05 2.3044 0.17535 0.0021701
17 0.0021078 3.6964e-05 1.6088 0.071956 0.0021078
18 0.0021247 2.607e-05 1.5919 0.078602 0.0021247
19 0.0021222 3.7546e-05 1.6231 0.10966 0.0021222
20 0.0021156 2.7061e-05 1.6595 0.11357 0.0021156
21 0.0021065 1.9567e-05 1.7043 0.32791 0.0021065
22 0.0020586 6.9929e-05 2.2036 0.18132 0.0020586
23 0.0021292 3.7064e-05 1.5969 0.069827 0.0021292
24 0.002092 2.4821e-05 1.5393 0.077983 0.002092
25 0.0021948 4.198e-05 1.7546 0.14776 0.0021948
26 0.0021606 3.5553e-05 2.1348 0.39595 0.0021606
27 0.0021223 2.0154e-05 1.7424 0.3633 0.0021223
28 0.0021028 3.9216e-05 1.7108 0.15644 0.0021028
29 0.0021291 2.8049e-05 1.7092 0.14644 0.0021291
30 0.0021246 1.8226e-05 1.574 0.16016 0.0021246
<lo_statistics>
<cumulated_time> 211.5 </cumulated_time>
</lo_statistics>
