             1             1
             2             1
             3             1
             4             1
             5             1
             6             1
             7             1
             8             1
             9            -7
            10            -6
            11            -8
            12            -3
            13            -1
            14            -2
            15            -4
            16            -5
            17             1
            18            -6
            19             1
            20             1
            21             1
            22           -21
            23           -20
            24           -19
            25             1
            26            -3
            27             1
            28             1
            29             1
            30           -29
            31           -28
            32           -27
            33            -1
            34             1
            35            -4
            36             1
            37           -21
            38             1
            39           -20
            40           -28
            41           -29
            42             1
            43           -28
            44           -20
            45           -42
            46           -29
            47           -38
            48           -21
