0.52926E-03 0.36202E-05 0.00000E+01 125571 0 0 5353 0.10090E+08 0.00000E+01 0.52926E-03 0.00000E+01 0.00000E+01 0
1 0.00053742 1.9159e-05 2.9368 0.062487 0.00053742
2 0.00053167 8.8645e-06 1.9424 0.035225 0.00053167
3 0.00053744 5.6414e-06 1.7294 0.044636 0.00053744
4 0.00055298 2.526e-05 3.7629 0.12572 0.00055298
5 0.00053151 9.0619e-06 1.9862 0.035465 0.00053151
6 0.0005232 5.4719e-06 1.7231 0.02843 0.0005232
7 0.00053954 1.9747e-05 2.1319 0.015953 0.00053954
8 0.00056213 2.8122e-05 4.1212 0.10938 0.00056213
9 0.0005191 8.2136e-06 1.8434 0.024608 0.0005191
<lo_statistics>
<cumulated_time> 96.57187499999999 </cumulated_time>
</lo_statistics>
