0.21778E-02 0.66171E-05 0.00000E+01 470100 0 0 19315 0.88590E+07 0.00000E+01 0.21778E-02 0.00000E+01 0.00000E+01 0
1 0.0022444 6.7959e-05 2.1411 0.13423 0.0022444
2 0.0022421 5.0136e-05 2.2362 0.21659 0.0022421
3 0.0021556 2.4972e-05 1.6383 0.14898 0.0021556
4 0.002181 6.2342e-05 2.0212 0.096836 0.002181
5 0.0021248 3.7714e-05 1.775 0.11537 0.0021248
6 0.0021738 2.5006e-05 1.6268 0.15684 0.0021738
7 0.0022311 5.7929e-05 1.8359 0.086524 0.0022311
8 0.0021481 3.8777e-05 1.8052 0.11165 0.0021481
9 0.0021854 2.5724e-05 1.6646 0.1414 0.0021854
10 0.0021668 4.1257e-05 1.9041 0.093828 0.0021668
11 0.0022028 2.7112e-05 1.7406 0.2175 0.0022028
12 0.0021977 1.7465e-05 1.5894 0.19838 0.0021977
13 0.0022349 6.6831e-05 2.1145 0.12849 0.0022349
14 0.0021844 4.7398e-05 2.1699 0.18341 0.0021844
15 0.0021712 2.5555e-05 1.6646 0.14398 0.0021712
16 0.0022703 6.3733e-05 1.985 0.14208 0.0022703
17 0.0021226 4.0681e-05 1.9165 0.1055 0.0021226
18 0.002177 2.4086e-05 1.5646 0.068118 0.002177
19 0.0023164 9.964e-05 3.0417 0.39831 0.0023164
20 0.0021858 4.1827e-05 1.9136 0.13406 0.0021858
21 0.0021509 2.3051e-05 1.5156 0.074488 0.0021509
22 0.0022154 6.1494e-05 1.9627 0.10439 0.0022154
23 0.0022015 4.5287e-05 2.0571 0.16957 0.0022015
24 0.0021431 2.3342e-05 1.5404 0.077576 0.0021431
25 0.0021634 3.9159e-05 1.81 0.058984 0.0021634
26 0.0022165 2.8339e-05 1.8082 0.20309 0.0022165
27 0.002185 1.7558e-05 1.6071 0.24951 0.002185
28 0.002205 4.1747e-05 1.8933 0.10126 0.002205
29 0.002191 2.9577e-05 1.9091 0.25166 0.002191
30 0.002177 1.9156e-05 1.7598 0.41119 0.002177
<lo_statistics>
<cumulated_time> 213.421875 </cumulated_time>
</lo_statistics>
