0.32332E-02 0.10025E-04 0.00000E+01 452635 0 0 30106 0.93170E+07 0.00000E+01 0.32332E-02 0.00000E+01 0.00000E+01 0
1 0.0031007 9.4229e-05 1.9997 0.089083 0.0031007
2 0.0032601 5.4454e-05 1.5544 0.13319 0.0032601
3 0.0032443 3.7815e-05 1.534 0.18742 0.0032443
4 0.0032471 0.00012344 2.5015 0.19037 0.0032471
5 0.003266 5.4037e-05 1.5397 0.122 0.003266
6 0.0032173 3.4935e-05 1.429 0.11333 0.0032173
7 0.0031712 0.00010693 2.2188 0.12941 0.0031712
8 0.0031921 5.2135e-05 1.5199 0.098551 0.0031921
9 0.0032971 3.7424e-05 1.4938 0.10285 0.0032971
10 0.0032243 0.00010936 2.2319 0.18796 0.0032243
11 0.0031943 5.832e-05 1.699 0.27935 0.0031943
12 0.0032361 3.6148e-05 1.4701 0.15845 0.0032361
13 0.0033869 0.00012476 2.4238 0.14073 0.0033869
14 0.0031734 5.4501e-05 1.5982 0.19921 0.0031734
15 0.0032901 3.7707e-05 1.5083 0.21615 0.0032901
16 0.0030281 0.00010269 1.5779 0.064877 0.0030281
17 0.0033869 0.0001248 2.4247 0.28609 0.0033869
18 0.0033233 5.316e-05 1.4886 0.084459 0.0033233
19 0.0030766 0.00010351 2.2139 0.14644 0.0030766
20 0.0032213 5.1278e-05 1.4814 0.056176 0.0032213
21 0.0032403 3.5302e-05 1.4338 0.089407 0.0032403
22 0.0032178 0.00011333 2.3175 0.22123 0.0032178
23 0.0032154 6.2862e-05 1.8193 0.33138 0.0032154
24 0.0032394 3.521e-05 1.4304 0.091331 0.0032394
25 0.0031379 8.8771e-05 1.8616 0.076988 0.0031379
26 0.0032236 5.3263e-05 1.5376 0.17665 0.0032236
27 0.0031727 3.3536e-05 1.3911 0.059602 0.0031727
28 0.0031023 0.00011492 2.4377 0.1545 0.0031023
29 0.0033013 5.9383e-05 1.6739 0.17789 0.0033013
30 0.0032129 3.5697e-05 1.4622 0.077703 0.0032129
31 0.0032266 0.00010847 2.2122 0.13902 0.0032266
32 0.003295 5.4438e-05 1.5375 0.093604 0.003295
33 0.0032923 3.5678e-05 1.4262 0.08369 0.0032923
34 0.0032776 0.00013062 2.6224 0.25853 0.0032776
35 0.0032974 5.9498e-05 1.6792 0.2164 0.0032974
36 0.0031758 3.301e-05 1.3679 0.08822 0.0031758
37 0.003156 0.00011381 1.678 0.065222 0.003156
38 0.0032114 0.00010468 2.1449 0.12597 0.0032114
39 0.0032126 5.0849e-05 1.4729 0.068834 0.0032126
40 0.0031805 9.7709e-05 2.0216 0.12627 0.0031805
41 0.0032299 5.1402e-05 1.481 0.080007 0.0032299
42 0.0031939 3.396e-05 1.3993 0.064984 0.0031939
43 0.003152 0.00010309 2.1522 0.12466 0.003152
44 0.003249 5.3517e-05 1.5329 0.16109 0.003249
45 0.0032244 3.4457e-05 1.4064 0.1205 0.0032244
<lo_statistics>
<cumulated_time> 270.68750000000006 </cumulated_time>
</lo_statistics>
